Cacu	holocentric	All	All	67652	308839	21.91
Cacu	holocentric	All|organelle	All|organelle	42	308839	0.01
Cacu	holocentric	All|organelle|mitochondria	organelle|mitochondria	0	308839	0.0
Cacu	holocentric	All|organelle|plastid	organelle|plastid	1135	308839	0.37
Cacu	holocentric	All|repeat	All|repeat	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element	repeat|mobile_element	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_II|Subclass_1|TIR|EnSpm_CACTA	TIR|EnSpm_CACTA	119	308839	0.04
Cacu	holocentric	All|repeat|mobile_element|Class_II|Subclass_1|TIR|hAT	TIR|hAT	117	308839	0.04
Cacu	holocentric	All|repeat|mobile_element|Class_II|Subclass_1|TIR|MuDR_Mutator	TIR|MuDR_Mutator	62	308839	0.02
Cacu	holocentric	All|repeat|mobile_element|Class_II|Subclass_1|TIR|Tc1_Mariner	TIR|Tc1_Mariner	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_II|Subclass_2|Helitron	Subclass_2|Helitron	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LINE	Class_I|LINE	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR	Class_I|LTR	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty1_copia	LTR|Ty1_copia	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty1_copia|Ale	Ty1_copia|Ale	156	308839	0.05
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty1_copia|Alesia	Ty1_copia|Alesia	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty1_copia|Angela	Ty1_copia|Angela	580	308839	0.19
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty1_copia|Bianca	Ty1_copia|Bianca	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty1_copia|Ikeros	Ty1_copia|Ikeros	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty1_copia|Ivana	Ty1_copia|Ivana	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty1_copia|SIRE	Ty1_copia|SIRE	231	308839	0.07
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty1_copia|TAR	Ty1_copia|TAR	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty1_copia|Tork	Ty1_copia|Tork	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty3_gypsy|chromovirus|CRM	chromovirus|CRM	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty3_gypsy|chromovirus|Galadriel	chromovirus|Galadriel	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty3_gypsy|chromovirus|Reina	chromovirus|Reina	0	308839	0.0
Cacu	holocentric	All|repeat|mobile_element|Class_I|LTR|Ty3_gypsy|chromovirus|Tekay	chromovirus|Tekay	0	308839	0.0
